Fecha,Local,Visit,Local pitcher,Visit pitcher,pitch,loc bull,vis bull,factor loc,factor loc 10,Direct local win?,Local Win?
20170429.0,Diamondbacks,Rockies,Z. Greinke,T. Anderson,0.56,-0.875,-11.917142857142858,-0.4,-0.09999999999999998,0.6,0.0
20170429.0,Giants,Padres,M. Cain,J. Chacin ,1.2666666666666666,-1.476923076923077,-6.945882352941176,0.2,-0.10000000000000003,0.4,0.0
20170429.0,Dodgers,Phillies,B. McCarthy,Z. Eflin,0.6190476190476191,-0.28235294117647064,-10.222222222222221,0.0,-0.09999999999999998,0.8,1.0
20170430.0,Yankees,Orioles,J. Montgomery,W. Miley,-0.24915824915824913,-1.0,-6.663157894736843,0.4,0.09999999999999998,0.6,0.0
20170430.0,Blue,Rays,A. Sanchez,C. Archer,-0.28091397849462363,-2.2,-10.821052631578945,0.0,-0.09999999999999998,0.4,1.0
20170430.0,Tigers,White,J. Zimmermann ,M. Gonzalez ,-0.9027113237639552,-3.8399999999999994,-12.693333333333335,-0.39999999999999997,-0.39999999999999997,0.6,1.0
20170430.0,Marlins,Pirates,T. Koehler,C. Kuhl,-0.5666666666666667,-0.7583333333333334,-19.28,0.19999999999999996,-0.2,0.6,1.0
20170430.0,Nationals,Mets,J. Ross,N. Syndergaard ,-0.43763440860215064,-1.0181818181818183,-12.096,0.0,0.39999999999999997,0.4,1.0
20170430.0,Brewers,Braves,M. Garza ,M. Foltynewicz ,0.35449735449735453,-1.6,-9.765,-0.20000000000000007,0.0,0.4,1.0
20170430.0,Astros,Athletics,D. Keuchel ,J. Hahn ,0.8333333333333334,-0.11428571428571428,-6.3088888888888865,0.39999999999999997,0.09999999999999998,0.8,1.0
20170430.0,Royals,Twins,J. Hammel ,P. Hughes ,0.482905982905983,-0.7384615384615385,-7.367058823529412,-0.20000000000000007,-0.30000000000000004,0.6,0.0
20170430.0,Cardinals,Reds,M. Leake,B. Arroyo,0.9375,-0.7200000000000001,-4.625,0.6000000000000001,0.6000000000000001,0.6,0.0
20170430.0,Rangers,Angels,M. Perez ,J. Ramirez ,-0.16363636363636358,-1.0588235294117647,-9.871875,0.0,0.0,0.6,0.0
20170430.0,Giants,Padres,T. Blach,C. Richard,0.42705570291777195,0.0,-10.873333333333333,0.0,-0.2,0.2,0.0
20170430.0,Diamondbacks,Rockies,P. Corbin,G. Marquez,0.7999999999999999,-3.2142857142857144,-7.405555555555554,-0.4,-0.19999999999999996,0.6,1.0
20170430.0,R.Sox,Cubs,E. Rodriguez,K. Hendricks,-0.19612903225806455,-0.676923076923077,-13.0,-0.19999999999999996,-0.29999999999999993,0.5,1.0
20170501.0,R.Sox,Orioles,R. Porcello ,D. Bundy ,0.06712962962962965,-1.0,-7.7574999999999985,-0.19999999999999996,-0.19999999999999996,0.4,0.0
20170501.0,Yankees,Blue,L. Severino ,M. Estrada ,-0.02508960573476704,-2.533333333333333,-12.628571428571428,0.19999999999999996,0.09999999999999998,0.6,0.0
20170501.0,Yankees,Blue,L. Severino ,M. Estrada ,-0.2084367245657569,-2.6666666666666665,-11.05,0.19999999999999996,0.09999999999999998,0.6,0.0
20170501.0,Tigers,Guardians,D. Norris ,T. Bauer ,-0.20539730134932543,-1.6500000000000001,-18.098181818181818,-0.6000000000000001,-0.29999999999999993,0.4,1.0
20170501.0,Reds,Pirates,A. Garrett,G. Cole,1.3869047619047619,-0.7647058823529411,-8.929333333333334,-0.2,-0.3,0.2,1.0
20170501.0,Marlins,Rays,W. Chen,J. Odorizzi,-0.6721611721611721,-0.8166666666666667,-9.1,0.19999999999999996,0.0,0.4,0.0
20170501.0,Braves,Mets,J. Teheran ,R. Gsellman ,-0.43333333333333324,-1.7285714285714286,-4.75,0.0,0.10000000000000003,0.4,0.0
20170501.0,Cubs,Phillies,B. Anderson ,V. Velasquez ,-0.9498327759197324,-2.063157894736842,-8.64,0.2,0.0,0.6,0.0
20170501.0,Astros,Rangers,L. McCullers Jr.,A. Cashner ,1.5916666666666666,-0.09999999999999998,-6.133333333333333,0.6000000000000001,0.0,0.4,1.0
20170501.0,Royals,White,J. Vargas ,D. Covey ,2.0842105263157897,-0.14583333333333331,-10.5,-0.19999999999999996,-0.5,0.8,1.0
20170501.0,Cardinals,Brewers,M. Wacha,Z. Davies,0.023703703703703727,-1.0400000000000003,-7.3989473684210525,0.19999999999999996,0.19999999999999996,0.6,0.0
20170501.0,Dodgers,Giants,C. Kershaw ,J. Cueto ,0.5522522522522523,-0.05333333333333332,-9.907777777777778,0.6000000000000001,0.39999999999999997,0.6,0.0
20170502.0,Yankees,Blue,M. Tanaka ,M. Latos ,0.37119675456389445,-0.8400000000000001,-11.657142857142857,-0.19999999999999996,-0.09999999999999998,0.6,1.0
20170502.0,Nationals,Diamondbacks,T. Roark ,T. Walker,-0.1294642857142857,-0.8,-17.33230769230769,-0.19999999999999996,0.19999999999999996,0.6,0.0
20170502.0,R.Sox,Orioles,C. Sale ,A. Asher ,1.4761904761904758,-1.1076923076923078,-6.766666666666667,-0.19999999999999996,-0.19999999999999996,0.2,1.0
20170502.0,Tigers,Guardians,J. Verlander ,C. Kluber ,-0.04292929292929282,-0.6857142857142858,-20.507692307692306,-0.19999999999999996,-0.09999999999999998,0.6,1.0
20170502.0,Reds,Pirates,S. Feldman ,T. Glasnow ,-0.16363636363636364,-2.1411764705882352,-9.719999999999999,0.0,-0.2,0.4,0.0
20170502.0,Marlins,Rays,E. Volquez ,A. Cobb ,-0.5245098039215685,-1.5999999999999999,-10.806249999999999,0.0,-0.10000000000000003,0.2,0.0
20170502.0,Braves,Mets,R.A. Dickey ,M. Harvey ,-0.228021978021978,-2.1999999999999997,-4.119999999999999,-0.39999999999999997,0.10000000000000003,0.4,1.0
20170502.0,Cubs,Phillies,J. Lester ,J. Hellickson ,1.1047619047619046,0.20869565217391306,-8.674444444444445,0.0,-0.19999999999999996,0.6,1.0
20170502.0,Twins,Athletics,E. Santana ,S. Gray ,0.5291375291375291,-0.6923076923076923,-6.764999999999999,0.0,0.09999999999999998,0.8,1.0
20170502.0,Royals,White,D. Duffy ,J. Quintana ,0.6851851851851852,-0.23333333333333336,-9.893333333333334,0.0,-0.5,0.8,0.0
20170502.0,Cardinals,Brewers,C. Martinez ,W. Peralta ,0.19393939393939402,-1.44,-8.947368421052632,0.0,0.09999999999999998,0.4,1.0
20170502.0,Mariners,Angels,J. Paxton,M. Shoemaker,0.14857142857142847,-0.21333333333333335,-8.809411764705882,0.4,-0.29999999999999993,0.4,0.0
20170502.0,Dodgers,Giants,A. Wood ,M. Moore ,0.7500000000000001,-0.16000000000000003,-5.878888888888888,0.6000000000000001,0.29999999999999993,0.4,1.0
20170502.0,Padres,Rockies,T. Cahill ,T. Chatwood ,-0.07058823529411762,-0.5128205128205129,-12.170526315789475,0.0,-0.09999999999999998,0.4,1.0
20170503.0,Yankees,Blue,C. Sabathia,M. Stroman,0.23939393939393944,-0.8105263157894737,-11.178749999999999,0.0,0.09999999999999998,0.6,1.0
20170503.0,Nationals,Diamondbacks,G. Gonzalez,R. Ray ,-0.5161290322580645,-0.37333333333333335,-13.268571428571427,-0.19999999999999996,0.0,0.4,1.0
20170503.0,R.Sox,Orioles,D. Pomeranz ,K. Gausman ,0.5538461538461538,-0.9846153846153847,-7.290000000000001,0.19999999999999996,-0.09999999999999998,0.4,1.0
20170503.0,Tigers,Guardians,M. Boyd ,C. Carrasco ,-0.369655172413793,-1.1,-12.577499999999999,0.19999999999999996,0.09999999999999998,0.8,0.0
20170503.0,Rays,Marlins,B. Snell,A. Conley ,0.17846153846153856,-0.5052631578947369,-8.83375,0.19999999999999996,0.2,0.6,0.0
