Fecha,Local,Visit,Local Score,Visit Score,Local i5,Visit i5,Local Hits,Visit Hits,Local pitcher,Local pitcher in,Local pitcher ERA,Local pitcher Hit ERA,Local pitcher K ERA,Local pitcher BB ERA,Visit pitcher,Visit pitcher in,Visit pitcher ERA,Visit pitcher Hit ERA,Visit pitcher K ERA,Visit pitcher BB ERA,Local Win?,L bullpen recieved,V bullpen recieved
20160717,Braves,Rockies,1.0,0.0,0.0,0.0,7.0,4.0,J. Teheran,7.0,0.0,3.0,5.0,1.0,J. Gray,7.0,0.0,5.0,8.0,3.0,1.0,0.0,1.0
20160717,Nationals,Pirates,1.0,2.0,0.0,0.0,8.0,12.0,M. Scherzer,7.0,1.0,6.0,7.0,1.0,C. Kuhl,6.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0
20160717,Phillies,Mets,0.0,5.0,0.0,3.0,1.0,8.0,Z. Eflin ,6.0,3.0,5.0,2.0,2.0,J. deGrom ,9.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0
20160717,Twins,Guardians,1.0,6.0,0.0,2.0,6.0,13.0,K. Gibson ,6.0,4.0,10.0,4.0,1.0,J. Tomlin ,7.2,1.0,6.0,4.0,1.0,0.0,2.0,0.0
20160717,Cardinals,Marlins,3.0,6.0,2.0,3.0,4.0,13.0,M. Wacha,4.0,3.0,7.0,4.0,2.0,A. Conley,5.1,3.0,3.0,9.0,3.0,0.0,3.0,0.0
20160717,Cubs,Rangers,1.0,4.0,1.0,3.0,4.0,6.0,J. Lackey ,8.0,4.0,6.0,8.0,2.0,C. Hamels ,8.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0
20160717,Angels,White,8.0,1.0,8.0,1.0,10.0,7.0,J. Weaver ,7.0,1.0,6.0,1.0,1.0,J. Turner ,4.0,8.0,7.0,2.0,3.0,1.0,0.0,0.0
20160717,Athletics,Blue,3.0,5.0,0.0,3.0,8.0,10.0,R. Hill,0.0,0.0,0.0,0.0,0.0,J.A. Happ,5.2,3.0,5.0,5.0,1.0,0.0,5.0,0.0
20160717,Mariners,Astros,1.0,8.0,0.0,4.0,7.0,11.0,M. Montgomery ,5.0,4.0,7.0,7.0,2.0,C. McHugh ,6.0,0.0,4.0,10.0,4.0,0.0,4.0,1.0
20160717,Diamondbacks,Dodgers,6.0,5.0,5.0,0.0,9.0,11.0,R. Ray ,7.0,0.0,4.0,7.0,2.0,K. Maeda ,4.1,5.0,7.0,5.0,1.0,1.0,5.0,1.0
20160717,Padres,Giants,5.0,3.0,2.0,0.0,10.0,2.0,E. Jackson ,6.1,3.0,1.0,4.0,5.0,J. Cueto ,5.0,4.0,6.0,4.0,3.0,1.0,0.0,1.0
20160717,Yankees,Red,3.0,1.0,3.0,1.0,11.0,3.0,M. Tanaka ,6.0,1.0,3.0,7.0,1.0,D. Price ,5.2,3.0,11.0,1.0,1.0,1.0,0.0,0.0
20160718,Cubs,Mets,5.0,1.0,3.0,0.0,10.0,6.0,J. Lester ,7.2,1.0,4.0,3.0,3.0,S. Matz ,5.0,4.0,8.0,5.0,1.0,1.0,0.0,1.0
20160718,Yankees,Orioles,2.0,1.0,2.0,1.0,7.0,5.0,I. Nova ,6.0,1.0,4.0,4.0,3.0,K. Gausman ,6.2,2.0,6.0,6.0,1.0,1.0,0.0,0.0
20160718,Phillies,Marlins,2.0,3.0,1.0,0.0,4.0,6.0,A. Nola,6.0,0.0,2.0,5.0,1.0,J. Fernandez,6.1,2.0,4.0,14.0,2.0,0.0,3.0,0.0
20160718,Tigers,Twins,1.0,0.0,1.0,0.0,3.0,3.0,M. Boyd ,6.0,0.0,3.0,7.0,1.0,R. Nolasco ,6.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0
20160718,Reds,Braves,8.0,2.0,5.0,1.0,12.0,9.0,B. Finnegan ,5.0,2.0,7.0,5.0,1.0,M. Wisler ,5.0,6.0,8.0,3.0,2.0,1.0,0.0,2.0
20160718,Royals,Guardians,7.0,3.0,0.0,2.0,10.0,7.0,E. Volquez,7.0,2.0,4.0,6.0,3.0,C. Kluber,7.0,0.0,5.0,8.0,3.0,1.0,1.0,7.0
20160718,Cardinals,Padres,10.0,2.0,2.0,1.0,13.0,7.0,M. Leake ,6.0,1.0,6.0,11.0,0.0,C. Friedrich ,5.1,4.0,6.0,2.0,5.0,1.0,1.0,6.0
20160718,Rockies,Rays,7.0,4.0,5.0,1.0,12.0,6.0,T. Anderson ,6.1,4.0,5.0,3.0,3.0,D. Smyly ,5.0,5.0,9.0,3.0,2.0,1.0,0.0,2.0
20160718,Angels,Rangers,9.0,5.0,3.0,4.0,9.0,8.0,N. Tropeano,2.0,4.0,3.0,2.0,1.0,A.J. Griffin,5.0,5.0,4.0,2.0,3.0,1.0,1.0,4.0
20160718,Athletics,Astros,7.0,4.0,6.0,3.0,11.0,10.0,K. Graveman ,7.0,3.0,7.0,5.0,1.0,M. Fiers ,3.2,6.0,5.0,5.0,3.0,1.0,1.0,1.0
20160718,Mariners,White,4.0,3.0,0.0,3.0,4.0,11.0,W. LeBlanc,7.0,3.0,9.0,6.0,1.0,C. Sale,8.0,0.0,1.0,6.0,3.0,1.0,0.0,4.0
20160719,Cubs,Mets,1.0,2.0,1.0,0.0,9.0,8.0,J. Arrieta,7.0,1.0,5.0,8.0,1.0,N. Syndergaard,5.2,1.0,7.0,8.0,2.0,0.0,1.0,0.0
20160719,Yankees,Orioles,7.0,1.0,3.0,0.0,7.0,4.0,N. Eovaldi ,5.1,1.0,4.0,1.0,2.0,V. Worley ,4.1,3.0,3.0,3.0,4.0,1.0,0.0,4.0
20160719,Nationals,Dodgers,4.0,8.0,1.0,6.0,7.0,13.0,R. Lopez ,4.2,6.0,10.0,9.0,1.0,S. Kazmir ,7.0,1.0,4.0,8.0,0.0,0.0,2.0,3.0
20160719,Phillies,Marlins,1.0,2.0,1.0,1.0,5.0,7.0,V. Velasquez,7.0,1.0,3.0,5.0,4.0,J. Urena,5.2,1.0,4.0,5.0,1.0,0.0,1.0,0.0
20160719,Pirates,Brewers,3.0,2.0,2.0,1.0,5.0,7.0,J. Taillon,6.0,1.0,5.0,3.0,0.0,J. Guerra,6.0,2.0,3.0,6.0,3.0,1.0,1.0,1.0
20160719,Red,Giants,4.0,0.0,4.0,0.0,4.0,5.0,R. Porcello ,6.1,0.0,4.0,3.0,2.0,J. Peavy ,6.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0
20160719,Tigers,Twins,2.0,6.0,0.0,1.0,6.0,10.0,A. Sanchez ,6.0,3.0,7.0,10.0,2.0,T. Milone ,8.1,2.0,4.0,4.0,2.0,0.0,3.0,0.0
20160719,Reds,Braves,4.0,5.0,2.0,2.0,12.0,10.0,C. Reed,6.0,2.0,5.0,5.0,2.0,T. Jenkins,6.0,2.0,4.0,2.0,4.0,0.0,3.0,2.0
20160719,Royals,Guardians,3.0,7.0,0.0,6.0,8.0,12.0,B. Flynn ,2.1,3.0,4.0,1.0,1.0,D. Salazar ,6.2,3.0,8.0,7.0,1.0,0.0,4.0,0.0
20160719,Rockies,Rays,1.0,10.0,0.0,7.0,4.0,13.0,T. Chatwood ,3.0,7.0,8.0,1.0,2.0,B. Snell ,6.0,0.0,1.0,9.0,3.0,0.0,3.0,1.0
20160719,Diamondbacks,Blue,1.0,5.0,1.0,4.0,6.0,8.0,Z. Godley ,5.0,4.0,6.0,7.0,1.0,A. Sanchez ,7.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0
20160719,Angels,Rangers,8.0,6.0,7.0,5.0,10.0,13.0,T. Lincecum ,5.0,5.0,9.0,7.0,2.0,K. Lohse ,4.1,7.0,6.0,0.0,3.0,1.0,1.0,1.0
20160719,Athletics,Astros,4.0,3.0,0.0,3.0,11.0,10.0,D. Overton,6.1,3.0,9.0,6.0,0.0,D. Keuchel,6.1,2.0,5.0,6.0,3.0,1.0,0.0,2.0
20160719,Mariners,White,1.0,6.0,1.0,1.0,6.0,10.0,W. Miley ,6.1,3.0,6.0,4.0,3.0,J. Quintana ,6.0,1.0,6.0,7.0,3.0,0.0,3.0,0.0
20160720,Reds,Braves,6.0,3.0,0.0,2.0,12.0,9.0,A. DeSclafani ,8.0,2.0,8.0,3.0,0.0,L. Harrell ,6.0,4.0,7.0,3.0,3.0,1.0,1.0,2.0
20160720,Tigers,Twins,1.0,4.0,1.0,1.0,9.0,4.0,J. Verlander,8.0,1.0,2.0,9.0,2.0,E. Santana,7.0,1.0,6.0,2.0,1.0,0.0,3.0,0.0
20160720,Cubs,Mets,6.0,2.0,6.0,0.0,11.0,9.0,K. Hendricks ,6.1,0.0,7.0,7.0,1.0,B. Colon ,4.1,6.0,8.0,1.0,2.0,1.0,2.0,0.0
20160720,Royals,Guardians,4.0,11.0,0.0,11.0,7.0,10.0,I. Kennedy ,4.1,7.0,6.0,8.0,1.0,C. Carrasco ,6.0,0.0,1.0,6.0,2.0,0.0,4.0,4.0
20160720,Cardinals,Padres,4.0,2.0,3.0,2.0,9.0,4.0,C. Martinez ,7.0,2.0,4.0,5.0,1.0,C. Rea ,6.0,4.0,8.0,2.0,3.0,1.0,0.0,0.0
20160720,Rockies,Rays,3.0,11.0,2.0,9.0,8.0,16.0,J. De La Rosa ,4.0,9.0,11.0,1.0,2.0,C. Archer ,6.0,2.0,4.0,11.0,2.0,0.0,2.0,1.0
20160720,Athletics,Astros,0.0,7.0,0.0,3.0,4.0,10.0,D. Mengden ,5.0,3.0,5.0,5.0,5.0,D. Fister ,7.0,0.0,4.0,5.0,2.0,0.0,4.0,0.0
20160720,Mariners,White,6.0,5.0,2.0,5.0,9.0,10.0,F. Hernandez,6.2,5.0,10.0,2.0,2.0,M. Gonzalez,6.0,3.0,4.0,5.0,2.0,1.0,0.0,3.0
20160720,Diamondbacks,Blue,4.0,10.0,1.0,5.0,11.0,13.0,P. Corbin ,5.2,6.0,9.0,4.0,2.0,M. Stroman ,8.0,1.0,8.0,6.0,0.0,0.0,4.0,3.0
20160720,Red,Giants,11.0,7.0,8.0,7.0,16.0,15.0,D. Pomeranz,3.0,5.0,8.0,4.0,2.0,M. Cain ,2.1,5.0,6.0,1.0,1.0,1.0,2.0,6.0
20160720,Yankees,Orioles,5.0,0.0,2.0,0.0,6.0,5.0,M. Pineda ,6.0,0.0,5.0,8.0,2.0,Y. Gallardo ,7.0,4.0,5.0,5.0,4.0,1.0,0.0,1.0
20160720,Nationals,Dodgers,8.0,1.0,4.0,1.0,9.0,4.0,G. Gonzalez ,6.0,1.0,3.0,6.0,2.0,B. Norris ,5.0,6.0,7.0,8.0,1.0,1.0,0.0,2.0
20160720,Phillies,Marlins,4.0,1.0,3.0,1.0,12.0,5.0,J. Hellickson ,8.0,1.0,5.0,8.0,0.0,W. Chen ,5.1,4.0,11.0,5.0,0.0,1.0,0.0,0.0
20160720,Pirates,Brewers,5.0,9.0,4.0,5.0,11.0,12.0,J. Locke ,3.0,5.0,7.0,5.0,5.0,C. Anderson,4.0,3.0,6.0,2.0,2.0,0.0,4.0,2.0
20160720,Cardinals,Padres,3.0,2.0,3.0,0.0,7.0,7.0,J. Garcia ,5.2,1.0,6.0,4.0,2.0,P. Clemens ,5.0,3.0,4.0,5.0,2.0,1.0,1.0,0.0
20160720,Angels,Rangers,7.0,4.0,7.0,3.0,12.0,10.0,H. Santiago ,5.0,3.0,5.0,3.0,3.0,M. Perez ,6.0,7.0,10.0,2.0,3.0,1.0,1.0,0.0
20160721,Nationals,Dodgers,3.0,6.0,1.0,6.0,10.0,8.0,S. Strasburg ,6.0,6.0,7.0,10.0,1.0,J. Urias,4.0,1.0,5.0,4.0,0.0,0.0,0.0,2.0
20160721,Yankees,Orioles,1.0,4.0,1.0,2.0,5.0,9.0,C. Sabathia ,6.2,4.0,7.0,2.0,1.0,C. Tillman ,7.0,1.0,4.0,7.0,2.0,0.0,0.0,0.0
20160721,Phillies,Marlins,3.0,9.0,2.0,6.0,3.0,16.0,J. Eickhoff ,5.0,6.0,9.0,6.0,0.0,T. Koehler ,8.0,3.0,2.0,5.0,1.0,0.0,3.0,0.0
20160721,Pirates,Brewers,5.0,3.0,5.0,1.0,11.0,5.0,F. Liriano ,6.2,3.0,4.0,13.0,0.0,M. Garza ,5.0,5.0,8.0,3.0,2.0,1.0,0.0,0.0
20160721,Red,Twins,13.0,2.0,7.0,2.0,17.0,5.0,S. Wright ,8.0,2.0,4.0,9.0,1.0,T. Duffey ,2.1,6.0,9.0,0.0,1.0,1.0,0.0,7.0
20160721,Cardinals,Padres,6.0,5.0,0.0,2.0,10.0,10.0,A. Wainwright,6.0,2.0,7.0,8.0,0.0,A. Cashner,5.2,1.0,3.0,8.0,0.0,1.0,3.0,5.0
20160721,White,Tigers,1.0,2.0,1.0,2.0,8.0,7.0,J. Shields ,6.0,2.0,7.0,4.0,1.0,M. Pelfrey ,5.1,1.0,8.0,1.0,1.0,0.0,0.0,0.0
20160721,Rockies,Braves,7.0,3.0,0.0,0.0,8.0,7.0,C. Bettis ,6.2,1.0,4.0,4.0,3.0,M. Foltynewicz ,5.2,3.0,4.0,5.0,5.0,1.0,2.0,4.0
20160721,Athletics,Rays,3.0,7.0,3.0,7.0,5.0,10.0,S. Gray ,5.0,7.0,9.0,6.0,0.0,M. Moore ,7.0,3.0,4.0,6.0,2.0,0.0,0.0,0.0
20160722,Orioles,Guardians,5.0,1.0,5.0,1.0,10.0,8.0,D. Bundy ,5.0,1.0,5.0,5.0,0.0,T. Bauer ,4.0,5.0,5.0,5.0,4.0,1.0,0.0,0.0
20160722,Yankees,Giants,3.0,2.0,2.0,0.0,8.0,9.0,M. Tanaka,6.0,0.0,4.0,4.0,2.0,M. Bumgarner,7.0,2.0,7.0,6.0,3.0,1.0,2.0,1.0
20160722,Nationals,Padres,3.0,5.0,2.0,5.0,6.0,6.0,T. Roark ,5.0,5.0,4.0,4.0,2.0,L. Perdomo ,7.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0
20160722,Pirates,Phillies,0.0,4.0,0.0,0.0,3.0,11.0,G. Cole ,6.0,1.0,6.0,7.0,1.0,Z. Eflin ,9.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0
20160722,Blue,Mariners,1.0,2.0,1.0,2.0,4.0,9.0,M. Estrada ,6.0,2.0,7.0,3.0,1.0,J. Paxton ,7.0,1.0,3.0,9.0,1.0,0.0,0.0,0.0
20160722,Red,Twins,1.0,2.0,1.0,1.0,4.0,10.0,E. Rodriguez ,5.1,2.0,6.0,8.0,1.0,K. Gibson ,8.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0
20160722,Reds,Diamondbacks,6.0,2.0,3.0,2.0,8.0,5.0,D. Straily ,6.0,2.0,5.0,8.0,3.0,A. Bradley ,5.0,3.0,5.0,4.0,5.0,1.0,0.0,3.0
20160722,Marlins,Mets,3.0,5.0,0.0,2.0,7.0,9.0,A. Conley,6.0,2.0,6.0,3.0,1.0,L. Verrett,5.1,2.0,4.0,3.0,1.0,0.0,3.0,1.0
20160722,White,Tigers,5.0,7.0,5.0,4.0,8.0,11.0,J. Turner,3.1,4.0,5.0,6.0,4.0,M. Fulmer,5.0,5.0,6.0,4.0,2.0,0.0,3.0,0.0
20160722,Brewers,Cubs,2.0,5.0,2.0,4.0,4.0,8.0,J. Nelson ,5.0,4.0,4.0,3.0,3.0,J. Hammel ,5.0,2.0,4.0,4.0,2.0,0.0,1.0,0.0
20160722,Astros,Angels,2.0,1.0,1.0,0.0,7.0,5.0,L. McCullers Jr. ,8.0,1.0,4.0,10.0,4.0,M. Shoemaker ,6.2,2.0,5.0,5.0,1.0,1.0,0.0,0.0
20160722,Royals,Rangers,3.0,1.0,3.0,1.0,8.0,5.0,D. Duffy ,6.2,1.0,4.0,4.0,2.0,Y. Darvish ,6.0,3.0,7.0,11.0,1.0,1.0,0.0,0.0
20160722,Cardinals,Dodgers,4.0,3.0,2.0,1.0,8.0,14.0,M. Wacha,6.0,2.0,10.0,4.0,1.0,B. McCarthy,6.1,2.0,1.0,4.0,3.0,1.0,1.0,2.0
20160722,Rockies,Braves,4.0,3.0,0.0,1.0,8.0,9.0,J. Gray ,7.0,1.0,6.0,8.0,1.0,J. Teheran,4.0,0.0,3.0,3.0,2.0,1.0,2.0,4.0
20160722,Athletics,Rays,1.0,0.0,0.0,0.0,10.0,7.0,S. Manaea,8.0,0.0,5.0,7.0,0.0,J. Odorizzi,8.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0
20160723,Blue,Mariners,5.0,14.0,1.0,6.0,8.0,19.0,R.A. Dickey ,3.0,6.0,7.0,3.0,2.0,H. Iwakuma ,6.0,2.0,4.0,3.0,3.0,0.0,8.0,3.0
20160723,Pirates,Phillies,7.0,4.0,7.0,3.0,8.0,12.0,T. Glasnow,3.0,2.0,4.0,2.0,3.0,A. Nola ,4.0,6.0,6.0,5.0,2.0,1.0,2.0,1.0
20160723,Orioles,Guardians,5.0,2.0,3.0,0.0,10.0,7.0,K. Gausman ,7.0,0.0,4.0,7.0,3.0,J. Tomlin ,6.0,4.0,7.0,8.0,0.0,1.0,2.0,1.0
20160723,Nationals,Padres,3.0,2.0,2.0,2.0,8.0,6.0,M. Scherzer,7.0,2.0,4.0,10.0,0.0,E. Jackson,6.0,2.0,6.0,1.0,3.0,1.0,0.0,1.0
20160723,Red,Twins,9.0,11.0,7.0,4.0,15.0,19.0,D. Price,5.2,5.0,11.0,4.0,2.0,R. Nolasco,2.0,6.0,6.0,2.0,3.0,0.0,6.0,3.0
20160723,White,Tigers,4.0,3.0,3.0,1.0,7.0,8.0,M. Albers,2.0,1.0,1.0,1.0,0.0,M. Boyd,4.1,3.0,5.0,4.0,0.0,1.0,2.0,1.0
20160723,Brewers,Cubs,6.0,1.0,3.0,0.0,8.0,6.0,Z. Davies ,6.1,1.0,3.0,4.0,2.0,J. Lackey ,6.0,3.0,5.0,5.0,2.0,1.0,0.0,3.0
20160723,Reds,Diamondbacks,6.0,1.0,6.0,1.0,10.0,4.0,K. Sampson,4.1,1.0,4.0,6.0,2.0,R. Ray ,5.0,6.0,6.0,10.0,1.0,1.0,0.0,0.0
20160723,Astros,Angels,7.0,2.0,7.0,1.0,10.0,6.0,C. McHugh ,6.0,2.0,6.0,6.0,0.0,J. Weaver ,4.0,6.0,7.0,1.0,3.0,1.0,0.0,1.0
20160723,Marlins,Mets,7.0,2.0,6.0,2.0,15.0,10.0,J. Fernandez ,7.0,2.0,7.0,7.0,2.0,J. deGrom ,3.2,5.0,10.0,5.0,1.0,1.0,0.0,2.0
20160723,Royals,Rangers,4.0,7.0,1.0,3.0,9.0,8.0,Y. Ventura ,5.0,3.0,3.0,5.0,4.0,C. Hamels ,5.1,1.0,5.0,4.0,3.0,0.0,4.0,3.0
20160723,Cardinals,Dodgers,2.0,7.0,1.0,4.0,6.0,13.0,M. Leake ,6.0,7.0,12.0,4.0,0.0,K. Maeda ,5.2,2.0,5.0,3.0,0.0,0.0,0.0,0.0
20160723,Rockies,Braves,8.0,4.0,2.0,3.0,7.0,9.0,T. Anderson ,6.0,3.0,8.0,6.0,1.0,M. Wisler ,5.1,6.0,5.0,3.0,2.0,1.0,1.0,2.0
20160723,Athletics,Rays,4.0,3.0,1.0,2.0,8.0,9.0,K. Graveman ,9.0,3.0,9.0,4.0,1.0,D. Smyly,6.0,1.0,6.0,1.0,1.0,1.0,0.0,3.0
20160724,White,Tigers,4.0,3.0,3.0,1.0,7.0,8.0,M. Albers,2.0,1.0,1.0,1.0,0.0,M. Boyd,4.1,3.0,5.0,4.0,0.0,1.0,2.0,1.0
20160724,Yankees,Giants,5.0,2.0,2.0,0.0,8.0,10.0,N. Eovaldi ,6.2,2.0,7.0,6.0,2.0,J. Samardzija ,5.2,5.0,8.0,3.0,1.0,1.0,0.0,0.0
20160724,Blue,Mariners,2.0,0.0,1.0,0.0,4.0,1.0,J.A. Happ ,6.0,0.0,1.0,6.0,4.0,W. Miley ,6.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0
20160724,Reds,Diamondbacks,8.0,9.0,5.0,6.0,11.0,13.0,B. Finnegan ,5.0,6.0,7.0,3.0,2.0,Z. Godley ,5.2,5.0,10.0,3.0,2.0,0.0,3.0,3.0
20160724,Marlins,Mets,0.0,3.0,0.0,1.0,5.0,6.0,J. Urena ,6.0,1.0,4.0,4.0,0.0,S. Matz ,6.0,0.0,4.0,6.0,2.0,0.0,2.0,0.0
20160724,Orioles,Guardians,5.0,3.0,3.0,2.0,7.0,7.0,V. Worley,7.0,2.0,5.0,3.0,3.0,C. Kluber,7.0,3.0,6.0,8.0,1.0,1.0,1.0,2.0
20160724,Red,Twins,8.0,7.0,8.0,3.0,10.0,9.0,R. Porcello ,6.2,5.0,6.0,8.0,1.0,T. Milone ,4.2,8.0,10.0,4.0,0.0,1.0,2.0,0.0
20160724,Nationals,Padres,6.0,10.0,6.0,4.0,9.0,12.0,L. Giolito,3.1,4.0,4.0,0.0,3.0,C. Friedrich,3.0,5.0,6.0,0.0,1.0,0.0,6.0,1.0
20160724,Pirates,Phillies,5.0,4.0,2.0,3.0,9.0,9.0,J. Taillon,6.0,4.0,7.0,7.0,0.0,V. Velasquez,6.0,4.0,7.0,5.0,4.0,1.0,0.0,1.0
20160724,Brewers,Cubs,5.0,6.0,4.0,0.0,8.0,11.0,J. Guerra,6.1,1.0,5.0,2.0,4.0,J. Lester,4.0,4.0,4.0,7.0,5.0,0.0,5.0,1.0
20160724,Astros,Angels,13.0,3.0,12.0,1.0,15.0,11.0,M. Fiers ,7.0,3.0,9.0,2.0,0.0,T. Lincecum ,1.1,8.0,7.0,0.0,2.0,1.0,0.0,5.0
20160724,Royals,Rangers,1.0,2.0,1.0,0.0,7.0,11.0,E. Volquez,6.0,1.0,7.0,3.0,3.0,A.J. Griffin,5.0,1.0,4.0,3.0,2.0,0.0,1.0,0.0
20160724,White,Tigers,5.0,4.0,4.0,0.0,12.0,8.0,J. Quintana,6.2,0.0,3.0,4.0,1.0,A. Sanchez,6.0,4.0,10.0,5.0,0.0,1.0,4.0,1.0
20160724,Athletics,Rays,3.0,2.0,2.0,0.0,10.0,5.0,J. Hahn,7.2,1.0,4.0,5.0,1.0,B. Snell,6.2,2.0,7.0,4.0,2.0,1.0,1.0,1.0
20160724,Rockies,Braves,7.0,2.0,7.0,0.0,11.0,5.0,T. Chatwood ,5.0,0.0,1.0,6.0,8.0,T. Jenkins ,3.1,7.0,8.0,2.0,5.0,1.0,2.0,0.0
20160724,Cardinals,Dodgers,6.0,9.0,3.0,9.0,8.0,13.0,M. Mayers ,1.1,9.0,8.0,1.0,2.0,S. Kazmir ,5.0,3.0,6.0,3.0,0.0,0.0,0.0,3.0
20160725,Red,Tigers,2.0,4.0,1.0,0.0,10.0,8.0,D. Pomeranz ,6.0,2.0,4.0,7.0,2.0,J. Verlander ,6.0,1.0,5.0,5.0,2.0,0.0,2.0,1.0
20160725,Orioles,Rockies,3.0,2.0,1.0,1.0,6.0,6.0,Y. Gallardo,6.2,2.0,5.0,6.0,2.0,J. De La Rosa,6.1,2.0,4.0,4.0,3.0,1.0,0.0,1.0
20160725,Blue,Padres,4.0,2.0,3.0,0.0,9.0,5.0,A. Sanchez ,7.0,0.0,3.0,7.0,2.0,C. Rea ,6.0,3.0,5.0,4.0,4.0,1.0,2.0,1.0
20160725,Marlins,Phillies,0.0,4.0,0.0,0.0,2.0,7.0,J. Cosart,5.0,0.0,3.0,3.0,1.0,J. Hellickson,6.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0
20160725,Brewers,Diamondbacks,7.0,2.0,3.0,2.0,12.0,9.0,C. Anderson ,5.0,2.0,7.0,5.0,1.0,B. Shipley ,5.1,6.0,8.0,4.0,4.0,1.0,0.0,1.0
20160725,Rangers,Athletics,7.0,6.0,4.0,5.0,11.0,12.0,M. Perez,6.0,5.0,9.0,3.0,1.0,D. Mengden,4.2,4.0,7.0,5.0,3.0,1.0,1.0,3.0
20160725,White,Cubs,5.0,4.0,1.0,0.0,8.0,12.0,M. Gonzalez,6.2,2.0,7.0,8.0,2.0,J. Arrieta,6.0,4.0,5.0,6.0,2.0,1.0,2.0,1.0
20160725,Astros,Yankees,1.0,2.0,1.0,1.0,6.0,7.0,D. Keuchel ,7.2,2.0,6.0,5.0,0.0,M. Pineda ,7.0,1.0,5.0,8.0,2.0,0.0,0.0,0.0
20160725,Royals,Angels,2.0,6.0,2.0,4.0,5.0,9.0,I. Kennedy ,5.0,4.0,6.0,3.0,3.0,H. Santiago ,5.1,2.0,5.0,5.0,4.0,0.0,2.0,0.0
20160725,Giants,Reds,5.0,7.0,5.0,4.0,7.0,9.0,J. Peavy ,5.0,6.0,4.0,5.0,2.0,A. DeSclafani ,5.0,5.0,6.0,6.0,2.0,0.0,1.0,0.0
20160726,Mets,Cardinals,2.0,3.0,2.0,3.0,7.0,8.0,N. Syndergaard ,6.0,3.0,7.0,8.0,3.0,C. Martinez ,5.0,2.0,5.0,3.0,4.0,0.0,0.0,0.0
20160726,White,Cubs,3.0,0.0,2.0,0.0,6.0,4.0,J. Shields ,7.2,0.0,4.0,5.0,4.0,K. Hendricks ,5.2,3.0,6.0,7.0,2.0,1.0,0.0,0.0
20160726,White,Cubs,3.0,0.0,2.0,0.0,6.0,4.0,J. Shields ,7.2,0.0,4.0,5.0,4.0,K. Hendricks ,5.2,3.0,6.0,7.0,2.0,1.0,0.0,0.0
20160726,Orioles,Rockies,3.0,6.0,2.0,6.0,5.0,9.0,C. Tillman ,5.0,6.0,9.0,4.0,0.0,C. Bettis ,6.0,2.0,4.0,3.0,3.0,0.0,0.0,1.0
20160726,Pirates,Mariners,4.0,7.0,4.0,7.0,12.0,11.0,F. Liriano ,3.1,7.0,8.0,3.0,4.0,F. Hernandez ,6.0,4.0,9.0,3.0,1.0,0.0,0.0,0.0
20160726,Blue,Padres,7.0,6.0,3.0,1.0,8.0,10.0,M. Stroman,6.2,4.0,7.0,7.0,1.0,A. Cashner,6.0,3.0,4.0,6.0,3.0,1.0,2.0,4.0
20160726,Red,Tigers,8.0,9.0,5.0,8.0,9.0,13.0,S. Wright,4.2,8.0,9.0,2.0,3.0,M. Pelfrey,5.0,5.0,6.0,1.0,2.0,0.0,1.0,3.0
20160726,Guardians,Nationals,7.0,6.0,2.0,4.0,11.0,10.0,D. Salazar,4.0,4.0,5.0,5.0,2.0,G. Gonzalez,6.1,3.0,5.0,4.0,2.0,1.0,2.0,4.0
20160726,Marlins,Phillies,5.0,0.0,0.0,0.0,9.0,4.0,T. Koehler ,6.0,0.0,3.0,5.0,1.0,J. Eickhoff ,7.0,1.0,5.0,8.0,1.0,1.0,0.0,4.0
20160726,Mets,Cardinals,3.0,1.0,3.0,1.0,6.0,4.0,B. Colon ,7.0,1.0,3.0,8.0,0.0,J. Garcia ,5.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0
20160726,Rangers,Athletics,3.0,6.0,3.0,5.0,6.0,10.0,N. Martinez ,4.0,5.0,6.0,2.0,1.0,S. Gray ,6.0,3.0,5.0,8.0,2.0,0.0,1.0,0.0
20160726,Brewers,Diamondbacks,9.0,4.0,3.0,3.0,11.0,8.0,M. Garza,6.0,3.0,5.0,2.0,2.0,P. Corbin,5.0,4.0,6.0,6.0,3.0,1.0,1.0,5.0
20160726,Twins,Braves,0.0,2.0,0.0,2.0,5.0,7.0,E. Santana ,9.0,2.0,7.0,5.0,0.0,L. Harrell ,6.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0
20160726,Astros,Yankees,3.0,6.0,1.0,6.0,6.0,13.0,D. Fister ,4.2,6.0,9.0,3.0,3.0,C. Sabathia ,6.2,2.0,4.0,5.0,2.0,0.0,0.0,1.0
