pitch,loc bull,vis bull,factor loc,factor loc 10,Direct local win?
0,0.6528884462151395,0.8174625869793156,0.8240276301956417,0.4,0.5555555555555556,0.0
1,0.6238261240751282,0.7328879299139522,0.5496913033404658,0.09999999999999998,0.33333333333333337,0.4
2,0.6738851047423211,0.7793346678105042,0.6877416306634139,0.6,0.5555555555555556,0.8
3,0.7103307549024681,0.7902283590015932,0.7982405880455571,0.3,0.38888888888888895,0.4
4,0.5980364257256688,0.6603755600038128,0.7360624631827934,0.5,0.5000000000000001,0.4
5,0.6390965614737935,0.7815774865851401,0.7748967603886987,0.30000000000000004,0.4444444444444445,0.6
6,0.715979830677291,0.8613096940234487,0.7359477869202153,0.3,0.38888888888888895,0.6
7,0.8268290474465774,0.8784672576494138,0.9051501193919415,0.7,0.6666666666666666,0.3333333333333333
8,0.6617376647257126,0.8705101266924444,0.7409280131807492,0.5,0.611111111111111,0.6
9,0.6625421391357648,0.8120508823230972,0.7429875052433759,0.4,0.7222222222222222,0.8
10,0.6308245279750564,0.8228640421948972,0.7221866354108458,0.8,0.6666666666666667,1.0
11,0.6588645418326694,0.8327137546468402,0.8087793223309842,0.8,0.6666666666666667,0.8
12,0.515331531018782,0.7354875607663711,0.7027244354190232,0.8,0.6666666666666666,1.0
13,0.59016573004171,0.6321022414817097,0.6756936020970474,0.4,0.5000000000000001,0.4
14,0.6780901472479987,0.7186664199566015,0.747251589945769,0.30000000000000004,0.38888888888888895,0.0
15,0.656374501992032,0.7841006577066056,0.7775410810397616,0.5,0.33333333333333337,0.4
16,0.664061146717478,0.690070480579993,0.8128557734679877,0.7,0.5555555555555556,0.8
17,0.6769236186566865,0.7137546468401488,0.7811992125790331,0.7,0.6111111111111112,1.0
18,0.6359390026102487,0.8308836145267372,0.7635790680021497,0.3,0.44444444444444453,0.0
19,0.6584140297156397,0.8519783874900291,0.7952738501237266,0.6,0.611111111111111,0.8
20,0.6620660216277747,0.8426601683430518,0.766141120899624,1.0,0.6666666666666667,0.6
21,0.5717254136164701,0.7412067486416929,0.5697327354749021,0.30000000000000004,0.33333333333333337,0.2
22,0.6453219380542348,0.81310511050288,0.7111580554154797,0.6,0.611111111111111,0.4
23,0.6089214570290269,0.7926794395195882,0.6778560687628055,0.6,0.6666666666666667,0.6
24,0.6300512236767217,0.8539564524694636,0.9427582353181687,0.6,0.6666666666666667,0.8
25,0.7117087206728642,0.8495703083846304,0.8460832549666316,0.8,0.6666666666666666,0.8
26,0.6866699867197876,0.7137546468401488,0.6159554604554808,0.30000000000000004,0.33333333333333337,0.2
27,0.6477004071625586,0.6321022414817097,0.700081420605319,0.4,0.5000000000000001,0.6
28,0.6457352408547629,0.6256791535601944,0.5724358188070997,0.4,0.6666666666666666,0.4
29,0.681927053690002,0.8427795253074064,0.8128927100104153,0.6,0.44444444444444453,0.4
30,0.6271731256791019,0.7701036979064763,0.6798478143760037,0.7,0.38888888888888895,0.6
31,0.647959884599533,0.8606742287039685,0.6876412304253607,0.6,0.38888888888888895,0.4
32,0.639043034212357,0.79839862739491,0.6521227154402844,0.4,0.5,0.6
33,0.6609714986209011,0.8784672576494138,0.6384991754460086,0.3,0.2222222222222222,0.2
34,0.6190239043824702,0.7327784717727978,0.7184795496981178,0.19999999999999996,0.2222222222222222,0.2
35,0.6549516220830963,0.7967645737162466,0.8246826406708107,0.7,0.6666666666666667,0.4
36,0.6483033383706553,0.813815568624038,0.7702599328265445,0.5,0.5000000000000001,0.6
37,0.6264940239043826,0.8479649223143647,0.920052335327709,0.3,0.27777777777777785,0.8
38,0.6045462419098311,0.6712308028730509,0.6331840600096454,0.5,0.5555555555555556,0.4
39,0.674516220830962,0.8663560362663796,0.3032087189202204,0.5,0.33333333333333337,0.2
40,0.7126044317712429,0.8174625869793156,0.903440659577113,0.7,0.8333333333333333,1.0
41,0.6713252033881282,0.8327137546468402,0.7653419484361916,0.3,0.38888888888888895,0.4
42,0.7253632528708696,0.7137546468401488,0.8713968353481525,0.8,0.8333333333333333,0.8
43,0.6558373361393138,0.8155561910208751,0.7043462854183418,0.6,0.6111111111111112,0.6
44,0.6460586226522482,0.8543864665954277,0.8275489621522902,1.0,0.8333333333333333,1.0
45,0.6433620357280556,0.7361230260858513,0.823822568701475,0.4,0.2777777777777778,0.8
46,0.6611380564697732,0.8539564524694636,0.7866551728837583,0.3,0.2777777777777778,0.6
47,0.6430942895086322,0.7119379636326936,0.7522335406613789,0.4,0.44444444444444453,0.4
